3.简洁性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30. 1701978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,1,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,3,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31. 1712663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,3,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
